brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
Toyota,2020,4,China,RAV4,SUV,Petrol,83953,664157,30.0,1.1,6.22,3.23,10,474
Porsche,2019,3,Japan,Cayenne,SUV,Petrol,137785,157825,22.0,1.58,0.91,-0.1,1,441
Mercedes-Benz,2017,2,Australia,EQE,Electric,Electric,116298,,20.0,1.55,3.03,4.34,10,730
Tesla,2017,1,China,Model S,Electric,Electric,90198,211637,20.0,1.19,5.87,3.36,4,1224
Audi,2022,11,Mexico,A6,Sedan,Electric,97980,533502,43.0,1.04,2.15,10.83,2,1191
Toyota,2018,1,Canada,bZ4X,Electric,Petrol,65153,91147,15.0,1.27,2.66,3.96,4,1481
Audi,2023,11,USA,A3,Sedaan,Diesel,57974,339210,,1.02,2.46,4.32,5,596
BMW,2021,10,UK,3 Series,Suv,Hybrid,84002,82152,251.0,1.8810483961278044,1.8621276172654504,5.185709644834927,7,662
Volkswagen,2024,11,Australia,Taos,SUV,Hybrid,74411,427737,46.0,1.68,2.75,4.28,5,327
Porsche,2024,9,Australia,Taycan,Electric,Hybrid,98818,387080,21.0,1.64,2.78,4.09,8,202
BMW,2023,10,Japan,X7,Sedan,Electric,111646,351763,142.0,1.5283943000886533,0.7957145555201617,-0.1858168483721981,9,-53
BMW,2021,9,Brazil,7 Series,electric,Diesel,79755,441351,290.0,1.1714058687940023,3.012103116776108,10.205423081447575,8,602
Audi,2017,9,Brazil,Q8,SUV,Petrol,74769,97809,43.0,1.25,3.9,10.54,3,1002
Tesla,2015,2,China,Model 3 LR,Electric,Electric,126644,179206,6.0,1.0,,3.54,8,1378
Toyota,2016,8,France,RAV4,SUV,Petrol,66205,500259,93.0,1.85,1.39,3.47,6,2651
Porsche,2021,3,USA,Taycan,Electric,Hybrid,150073,296564,17.0,1.06,2.48,4.44,8,110
Mercedes-Benz,2020,5,Brazil,GLS,SUV,Electric,34501,207375,5.0,1.29,3.73,10.68,5,552
Tesla,2015,10,France,Model Y LR,Electric,Electric,45360,150712,13.0,1.71,1.81,3.72,3,2129
Ford,2023,3,USA,Mustang Mach-E,Electric,Petrol,62634,744598,33.0,0.99,,4.43,4,1422
Audi,2018,12,Japan,A3,Sedan,Petrol,108423,536935,36.0,1.5,1.44,-0.0,9,586
Porsche,2017,10,Mexico,Macan,SUV,Petrol,97375,358749,2.0,1.07,1.88,11.06,2,280
Toyota,2016,11,UK,Land Cruiser,SUV,Petrol,41838,267028,36.0,1.9,1.34,5.03,7,1393
BMW,2024,12,France,X1,Electrc,Hybrid,36605,258726,186.0,1.8435195531316355,1.5043187681042922,3.456919768955369,8,622
Ford,2023,5,Brazil,Mustang,Sedan,Hybrid,66187,228170,103.0,1.16,3.93,10.24,7,742
Ford,2019,1,Italy,F-150,SUV,Electric,27284,378165,117.0,1.78,0.87,3.6,5,98
Tesla,2022,2,UK,Model 3,Electric,Electric,74058,282191,11.0,1.93,1.21,4.75,2,568
Mercedes-Benz,2022,8,France,E-Class,Sedan,Hybrid,50475,119326,58.0,1.84,1.78,3.22,1,458
Toyota,2018,7,Netherlands,Camry,Sedan,Electric,71361,289551,95.0,1.96,2.42,3.37,6,
Mercedes-Benz,2023,38,Netherlands,E-Class,Sedan,Diesel,75463,227600,50.0,2.07,2.54,3.3,1,1218
Tesla,2019,8,UK,Model X,Electric,ELECTRIC,44853,103243,14.0,1.75,1.74,5.11,3,2029
Toyota,2023,1,Mexico,RAV4,SUV,Hybrid,70718,98057,75.0,1.1,1.84,11.27,9,453
Toyata,2022,2,France,Supra,Sedan,Petrol,60046,347542,58.0,1.89,1.71,3.59,6,2435
Mercedes-Benz,2023,9,USA,A-Class,Sedan,Hybrid,38969,205785,51.0,0.96,2.22,4.48,8,1152
Audi,2024,2,Canada,A6,Sedan,Electric,111246,404582,57.0,1.26,1.73,4.2,1,830
Mercedes-Benz,2018,10,Brazil,C-Class,Sedan,Petrol,52980,443019,6.0,1.21,3.78,10.4,9,556
Volkswagen,2022,7,UK,Polo,Sedan,Petrol,56814,523537,81.0,1.85,1.12,4.7,10,126
Audi,2022,9,UK,Q3,SUV,Petrol,100478,472723,40.0,1.87,1.04,5.26,10,378
Toyota,2016,1,UK,Yaris,Sedan,Hybrid,38111,485343,80.0,,1.16,5.19,8,2628
Tesla,2020,11,USA,Semi,Electric,ELECTRIC,90001,190824,9.0,0.97,2.62,4.59,7,2070
Volkswagen,2024,3,Germany,Polo,Sedan,Petrol,31568,174578,54.0,1.98,2.13,2.76,9,926
Mercedes-Benz,2023,3,UK,CLA,Sedan,Electric,86737,348661,16.0,1.82,1.92,4.9,1,232
Porsche,2022,8,Netherlands,Panamera Sport,Sedan,Electric,140941,301741,29.0,2.02,2.16,3.62,5,198
Tesla,2017,7,BRAZIL,Semi,Electric,Electric,94142,168597,32.0,1.17,3.77,10.5,10,1884
Volkswagen,2024,12,Netherlands,Golf,Sedan,Hybrid,52003,291634,65.0,2.08,1.71,3.3,10,1432
Ford,2021,2,Italy,Mustang,Sedan,petrol,54407,703136,53.0,1.76,1.34,3.66,5,3370
BMW,2015,10,France,3 Series,Sedan,Hybrid,112004,498927,18.0,1.8517552507514647,1.6800888346694547,3.5100190311357604,7,130
Porsche,2021,6,Mexico,Panamera Sport,Sedan,Electric,86561,116027,2.0,1.09,1.85,10.75,7,456
Volkswagen,2023,2,India,Arteon,Sedan,Hybrid,59657,542104,8.0,,6.53,6.21,9,2743
Ford,2021,5,Mexico,Explorer,SUV,Electric,92764,773099,42.0,1.17,2.18,11.18,6,3325
FORD,2016,4,France,Expedition,SUV,Hybrid,71806,651781,73.0,1.85,1.39,3.75,2,2120
Ford,2021,1,USA,Edge,SUV,Hybrid,36617,319891,20.0,0.87,2.94,4.3,3,2376
Porsche,2020,1,Canada,Panamera,Sedan,Hybrid,173060,255967,27.0,1.3,2.17,3.83,1,483
BMW,2019,10,China,X7,Sedan,Hybrid,96075,411652,398.0,1.0902774048659352,6.497124500157711,3.455708781341584,7,1083
Mercedes-Benz,2023,4,UK,A-Class,,Electric,90241,220942,7.0,1.81,1.03,5.14,4,67
Ford,2024,2,Italy,Expedition,SUV,Hybrid,42807,696415,68.0,1.76,1.21,3.29,5,575
Mercedes-Benz,2019,2,France,C-Class,Sedan,Petrol,111668,523852,64.0,1.78,1.81,3.27,4,396
BMW,2024,7,FRANCE,7 Series,SUV,Hybrid,78390,190399,102.0,1.7147593129470795,1.6277011090863,3.79577887767158,10,448
Porsche,2020,4,Australia,Macan EV,Electrc,Hybrid,107954,296302,17.0,,3.12,4.08,10,465
Volkswagen,2021,8,UK,ID.4,Electric,Diesel,56021,174170,71.0,1.85,1.57,5.2,2,1817
Toyata,2020,9,Mexico,RAV4,SUV,Petrol,64119,361515,10.0,1.02,1.92,10.91,3,1966
Tesla,2024,1,USA,Model Y,Electric,Electric,89926,39607,17.0,0.98,2.87,4.55,3,2309
BMW,2019,11,USA,7 Series,Electric,Diesel,102657,93481,96.0,0.8735104726733257,2.1202072291205765,4.359349699775164,5,186
BMW,2017,7,Japan,X5,Sedan,Petrol,116533,400218,346.0,1.4959751240607817,1.4671882889311267,0.0411585481655452,2,1019
Tesla,2021,6,France,Model Y LR,Electric,Electric,101023,264805,2.0,1.71,1.8,3.3,7,2183
Porsche,2020,10,UK,718,Sedan,Hybrid,166735,298802,27.0,1.81,1.13,4.74,10,247
Porsche,2021,11,Netherlands,Taycan,Electric,Petrol,141459,102941,,2.04,2.08,3.31,6,96
Toyota,2019,8,Italy,bZ4X,Electric,Electric,64720,320546,83.0,1.76,1.1,3.64,1,2760
Toyota,2015,2,France,bZ4X,Electric,Hybrid,62841,116173,21.0,1.82,1.79,3.5,1,262
BMW,2019,10,China,X7,SUV,Diesel,105167,112501,374.0,1.121417915743751,6.392523289954847,3.4660280086275126,2,824
Porsche,2016,6,Germany,GTS,Sedan,Petrol,91711,132181,23.0,1.92,,3.28,2,478
AUDI,2023,4,Japan,e-tron,Electric,Electric,45922,77558,52.0,,1.4,0.3,5,657
Mercedes-Benz,2021,11,France,S-Class,Sedan,Diesel,119283,260592,,1.8,1.84,3.5,7,646
AUDI,2023,7,Japan,e-tron,Electric,Diesel,64772,181134,12.0,1.57,0.79,0.36,4,836
BMW,2016,3,China,iX,S U V,Diesel,119817,359732,294.0,1.054461465303874,6.025690182302686,3.303007571508982,1,730
Volkswagen,2016,6,Italy,Arteon,Sedan,Petrol,49784,560275,37.0,1.91,1.29,3.78,9,2486
Tesla,2024,9,USA,Model Y,Electric,Electric,47251,241373,20.0,0.9,2.95,4.42,7,989
BMW,2020,11,France,5 Series,SUV,Electric,48668,126050,292.0,1.716120302751425,1.5829688720853552,3.280087983449566,1,995
Volkswagen,2017,6,Netherlands,Passat,Sedan,Diesel,74295,56390,62.0,2.06,1.88,3.33,2,835
Mercedes-Benz,2016,1,Spain,GLE,SUV,Diesel,92566,347231,10.0,1.83,1.8,3.7,8,589
Toyota,2023,1,China,RAV4,SUV,Petrol,24268,363033,10.0,1.07,6.25,3.3,1,
BMW,2018,11,France,X3,Sedan,Diesel,75644,446875,393.0,1.8736935951795823,1.8636057941597608,3.284067905459872,6,887
Audi,2017,5,Germany,Q8,SUV,Hybrid,99398,132179,46.0,1.97,1.49,3.09,10,
Tesla,2018,5,Italy,Model S,Electric,Electric,99608,111315,12.0,1.9,0.93,3.68,6,1619
Audi,2022,11,UK,Q8,SUV,Diesel,59880,121448,8.0,1.9,1.66,5.03,2,1190
Toyota,2017,12,Germny,C-HR,SUV,Hybrid,68341,329806,75.0,1.83,2.05,2.97,5,2786
Toyota,2022,11,Australia,bZ4X,Electric,Petrol,67698,80282,87.0,1.57,3.49,4.51,1,2458
Mercedes-Benz,2022,9,Mexico,GLS,SUV,Electric,68242,330729,7.0,1.09,1.68,11.09,5,466
Ford,2015,12,France,Ranger,SUV,Petrol,53408,449381,88.0,1.87,1.18,3.72,2,651
Toyota,2017,7,India,bZ4X,Electric,Electric,86313,419221,78.0,1.13,6.99,6.74,10,314
Bmw,2019,6,Brazil,X7,Sedan,Electric,112733,399345,221.0,1.1229865994119133,3.8313735143857097,10.559387104906326,10,861
TOYOTA,2021,11,Germany,C-HR,SUV,Electric,19311,281930,75.0,1.93,1.32,2.74,10,1310
Volkswagen,2017,5,Mexico,Tiguan,SUV,Electric,52806,403828,34.0,1.16,1.56,11.27,6,911
Volkswagen,2017,7,Spain,Touareg,SUV,Electric,49898,599666,45.0,1.77,1.47,3.51,5,1962
Mercedes-Benz,2024,11,Spain,CLA,Sedan,Electric,39696,240786,23.0,1.77,1.16,3.29,10,833
Volkswagen,2017,2,France,Arteon,Sedan,Electric,38148,81896,47.0,1.76,1.49,3.67,1,2529
Audi,2020,9,Netherlands,A6,Sedan,Electric,96911,141784,,2.03,2.28,3.49,10,802
Toyota,2021,2,India,Land Cruiser,SUV,Petrol,41376,341831,29.0,1.06,7.09,6.77,10,
Mercedes-Benz,2019,11,Mexico,EQS,Electric,Diesel,35503,70951,42.0,1.07,1.81,10.89,3,866
Volkswagen,2020,12,France,Golf,Sedan,Petrol,71740,133773,39.0,1.88,1.32,3.44,2,351
Volkswagen,2017,11,France,Touareg,SUV,Petrol,28688,287518,31.0,1.78,1.52,3.24,8,2763
Volkswagen,2015,7,France,Tiguan,SUV,Diesel,72405,560761,,1.83,1.77,3.43,4,2149
Tesla,2023,12,France,Model 3,Electric,Electric,121064,161704,32.0,1.8,2.04,3.75,3,1402
Toyota,2016,5,Italy,RAV4,SUV,Hybrid,47780,511272,88.0,1.95,1.19,3.41,5,588
Tesla,2021,6,Italy,Model S Plaid,Electric,Electric,42754,189580,10.0,1.93,1.48,3.38,9,454
Tesla,2017,12,India,Model S,Electric,Electric,53192,96056,15.0,1.08,6.75,6.47,9,836
Volkswagen,2023,1,China,Taos,SUV,Hybrid,47806,300193,53.0,1.16,5.75,3.6,9,1186
BMW,2017,9,CANADA,X3,Electric,Petrol,100497,147493,298.0,,2.267312219628904,3.853937670220818,7,622
BMW,2023,5,Australia,X1,Electric,Electric,42382,151121,95.0,1.567469109353819,2.514693388654954,4.177456429203161,3,465
BMW,2019,11,France,iX,SUV,Diesel,58464,397236,41.0,1.7818668012630086,1.3742152023486702,3.7903865887758967,8,147
Volkswagen,2024,4,China,Polo,Sedan,Electric,26237,267048,43.0,1.16,5.77,3.58,3,2436
Ford,2016,1,USA,F-150 Lightning,Electric,Petrol,48944,777966,98.0,0.89,2.41,4.73,9,2962
Toyota,2019,8,Japan,RAV4,SUV,Electric,23042,393442,99.0,1.55,1.03,0.3,8,
Bmw,2021,8,UK,3 Series,Sedan,Hybrid,81041,194179,276.0,1.904584296375223,1.311863857916883,5.164394826891657,1,636
BMW,2017,2,France,X1,SUV,Hybrid,52857,239216,213.0,1.7969045970382045,,3.422283261674829,1,523
Tesla,2016,12,Australia,Cybertruck,Electric,Electric,63581,111248,39.0,1.63,3.37,4.43,7,-410
BMW,2016,8,India,i7,SUV,Electric,119518,270326,332.0,1.0390610510005331,6.747231074403177,6.722449940763507,4,847
Audi,2020,1,Spain,e-tron,Electric,Petrol,78939,370465,43.0,1.82,1.76,3.58,5,232
BMW,2022,10,Australia,X1,Sedan,Electric,73220,,187.0,1.6255416106142837,2.616898040708364,4.513899274168085,3,811
Ford,2016,3,Netherlands,Edge,SUV,Hybrid,67011,330049,109.0,2.06,2.03,3.65,2,233
Tesla,2018,9,Spain,Model S Plaid,Electric,,110543,71320,30.0,,0.91,3.5,1,1467
Mercedes-Benz,2016,11,USA,EQS,Electric,Petrol,118804,543603,59.0,0.91,2.69,4.36,7,421
Audi,2022,1,Germany,TT,Sedan,Electric,68240,188180,41.0,1.93,1.35,3.16,8,167
Porsche,2020,5,India,Panamera Sport,Sedan,Petrol,168830,237047,25.0,1.02,7.23,6.77,4,69
Mercedes-Benz,2024,3,Japan,GLC,SUV,Diesel,55157,207966,23.0,1.49,0.97,-0.07,8,169
Toyota,2024,8,Italy,Prius,Hybrid,Petrol,73208,426047,17.0,1.93,1.05,3.75,1,2553
Tesla,2018,5,India,Semi,Electric,Electric,50271,53331,31.0,0.99,7.34,6.26,9,1884
BMW,2024,2,Germany,i4,Electric,Electric,39567,223979,47.0,1.871559653065088,2.121636897710472,2.9755591183039285,9,123
Volkswagen,2015,4,Germany,Passat,Sedan,Petrol,39758,165131,44.0,1.88,1.39,3.18,8,1487
BMW,2022,9,Australia,X5,SUV,Diesel,118087,130691,143.0,1.5793963034148568,3.0538022407123764,4.133314586394814,7,311
Mercedes-Benz,2022,6,India,GLS,SUV,Petrol,77685,225827,7.0,1.02,7.04,6.53,2,433
Audi,2022,5,France,Q7,SUV,Hybrid,87997,82541,,1.71,1.44,3.38,10,608
Ford,2022,11,Australia,F-150,SUV,Electric,37158,652121,11.0,1.64,3.09,4.24,10,3510
Audi,2022,6,China,A3,Sedan,Petrol,80016,143586,39.0,1.04,6.32,3.65,10,1189
Porsche,2017,5,Japan,Cayenne,SUV,Hybrid,196929,142221,16.0,1.42,1.13,-0.17,9,377
Mercedes-Benz,2024,11,USA,S-Class,Sedan,Hybrid,95700,354495,8.0,0.97,2.51,4.59,3,974
Mercedes-Benz,2019,8,Japan,GLC,SUV,Diesel,112072,588582,57.0,1.46,0.81,-0.13,3,378
BMW,2024,4,India,X3,SUV,Hybrid,50386,200953,201.0,1.0991467565462465,7.260990760028093,6.221186812964143,8,815
Porsche,2021,1,France,GTS,Sedan,Electric,188283,144936,6.0,1.79,1.62,3.55,7,314
BMW,2017,12,Brazil,iX,Sedan,Electric,74884,87860,345.0,1.2201033720867307,3.8738900775625154,10.558447861302184,6,836
Ford,2015,1,Netherlands,Ranger,SUV,Electric,54682,346279,13.0,2.02,2.37,3.67,5,2509
Ford,2015,3,Brazil,Bronco,SUV,Hybrid,78960,403019,38.0,1.14,3.21,10.49,7,2553
Tesla,2015,5,China,Model Y LR,Electric,Electric,75317,161403,21.0,1.17,5.62,3.23,3,361
BMW,2019,8,Japan,7 Series,SUV,Electric,74255,156471,150.0,1.4019541694838369,1.402464970544104,0.1357892100921484,9,552
Volkswagen,2020,11,UK,Taos,Suv,Electric,22673,246142,8.0,1.86,1.95,4.79,8,935
BMW,2019,3,Canada,7 Series,Electric,,77832,247780,132.0,1.2346588640141691,2.3959742060936984,3.945371766648562,8,658
Audi,2022,2,UK,A3,Sedan,Petrol,51270,410754,33.0,1.93,1.81,4.85,7,546
Toyota,2023,5,China,Prius,Hybrid,Electric,30486,354188,52.0,1.14,6.04,3.22,9,1502
Mercedes-Benz,2024,11,Brazil,E-Class,Sedan,Petrol,89631,422503,64.0,1.23,3.67,10.37,4,136
Mercedes-Benz,2021,1,China,EQS,Electric,Hybrid,78440,383085,6.0,1.18,5.53,3.45,3,371
BMW,2017,6,India,iX,SUV,Hybrid,70932,286042,58.0,1.008718368852899,7.202484083987109,6.415694690731853,9,502
Volkswagen,2022,4,Spain,Arteon,Sedan,Electric,73371,495056,54.0,1.74,0.87,3.72,1,2783
Volkswagen,2022,11,Germany,Passat,Sedan,Hybrid,76636,256014,67.0,1.99,1.42,3.23,5,1173
Audi,2019,7,Australia,Q7,SUV,Petrol,92529,217778,39.0,1.69,3.07,4.41,5,348
Audi,2019,1,Germany,e-tron,Electric,Diesel,40241,402368,23.0,1.83,2.13,3.21,6,811
Volkswagen,2024,5,Mexico,Golf,Sedan,,28071,181058,33.0,1.14,1.87,10.8,4,
Porsche,2019,4,USA,Panamera Sport,Sedan,Hybrid,114495,356851,26.0,0.89,2.64,4.32,3,455
Mercedes-Benz,2015,4,Australia,EQE,Electric,Diesel,45819,263249,45.0,1.54,3.03,4.3,8,1021
Toyota,2018,8,Japan,Supra,Sedaan,Petrol,71771,312099,70.0,1.48,1.14,-0.03,3,1494
Ford,2020,1,Canada,Ranger,SUV,Hybrid,26938,196657,54.0,1.25,1.84,3.93,1,2494
Audi,2018,5,Germany,RS6,Sedan,Diesel,62786,140457,17.0,1.92,1.74,2.86,2,1055
Porsche,2017,12,USA,Macan,SUV,Electric,150535,383906,6.0,0.99,2.58,4.47,4,211
BMW,2018,8,Australia,i4,Sedan,Electric,82291,447798,234.0,1.531198904067241,3.0986584841970366,4.043611184265462,7,
Porsche,2022,2,UK,Cayenne Coupe,SUV,Petrol,192351,319374,6.0,1.95,1.76,5.24,2,198
Toyota,2015,1,Mexico,Yaris,Sedan,Hybrid,42309,324340,55.0,1.17,1.89,10.9,2,2285
Porsche,2015,2,Canada,911,Sedan,Electric,188241,392191,27.0,1.26,2.57,4.12,5,499
BMW,2015,11,Brazil,5 Series,Sedan,Hybrid,67919,435546,190.0,1.1323342872473925,3.977307907991504,10.654386124280665,1,600
BMW,2022,5,Australlia,5 Series,SUV,Hybrid,39897,143448,264.0,1.608158750997109,3.358177053157164,4.441438108316993,7,631
Audi,2018,10,Canada,A6,Sedan,Hybrid,76376,64996,12.0,1.23,2.42,4.05,10,776
Ford,2019,7,Netherlands,F-150 Lightning,Electric,Hybrid,74586,602958,32.0,1.93,2.47,3.64,10,1565
Tesla,2023,11,UK,Model X,Electric,Electric,65085,184564,38.0,1.76,1.23,4.88,5,2386
Volkswagen,2018,11,Spain,ID.4,Electric,Petrol,34301,321944,14.0,,1.3,3.47,2,989
BMW,2018,10,China,iX,Electric,Hybrid,50240,80270,239.0,1.0630813791496023,6.455334686503928,3.672142031753177,5,703
Volkswagen,2020,9,Mexico,Polo,Sedan,Hybrid,22761,300574,50.0,1.01,1.96,11.22,7,1616
Ford,2024,9,Australia,F-150 Lightning,Electric,Petrol,53211,501557,50.0,1.54,2.73,4.23,6,868
Volkswagen,2018,6,,ID.3,Electric,Petrol,24856,551934,17.0,0.9,2.86,4.48,7,1467
Audi,2015,4,China,Q7,SUV,Hybrid,44909,532025,55.0,1.16,6.14,3.52,5,415
Ford,2021,7,Australia,F-150 Lightning,Electric,Petrol,63717,543290,28.0,1.66,3.43,4.51,3,138
Audi,2023,2,France,A4,Sedan,Petrol,109838,57119,51.0,1.78,2.05,3.37,9,96
Mercedes-Benz,2019,11,China,EQE,Electric,Petrol,89820,376854,31.0,1.11,5.76,3.47,3,-443
Ford,2017,3,China,Escape,SUV,Hybrid,22780,579506,59.0,1.12,6.48,3.67,10,773
BMW,2018,11,Japan,3 Series,SUV,Hybrid,79116,181827,221.0,1.4644158331166357,1.0772841631046226,-0.1879572813333641,10,781
BMW,2020,4,Germany,X1,SUV,Electric,81040,208998,155.0,1.891247301791108,1.4144876380659053,2.930303329826988,4,707
Tesla,2021,2,UK,Model Y LR,Electric,Electric,60888,72557,22.0,1.9,1.07,5.06,7,missing
Toyota,2017,4,Brasil,RAV4,SUV,Hybrid,32415,74339,49.0,1.14,3.59,10.56,7,2429
Ford,2022,11,USA,Explorer,SUV,Electric,unknown,99609,67.0,0.87,2.06,4.22,6,2143
Mercedes-Benz,2020,7,Spain,C-Class,Sedan,Electric,112600,129092,64.0,1.7,1.52,3.74,10,350
Ford,2023,7,Mexico,Mustang,Sedan,Hybrid,67595,792153,74.0,1.01,2.38,10.86,4,734
Tesla,2022,12,India,Model Y LR,Electric,Electric,77523,257882,21.0,1.0,6.95,6.45,4,799
Porsche,2021,6,Mexico,718,Sedan,Electric,97523,359053,6.0,1.18,1.66,10.77,7,
Mercedes-Benz,2021,10,Netherlands,GLS,SUV,Diesel,78669,167422,41.0,,2.01,3.53,7,97
B M W,2015,5,Brazil,X7,SUV,Petrol,112463,239167,234.0,1.115546927392997,3.353352228026053,10.550193667110523,1,507
Tesla,2021,9,India,Cybertruck,Electric,Electric,73946,143859,11.0,1.04,6.56,6.57,10,707
Toyota,2024,2,Italy,bZ4X,Electric,Hybrid,86106,374933,93.0,1.88,1.22,3.49,4,1043
Volkswagen,2019,6,Canada,Touareg,SUV,Petrol,65415,596249,36.0,1.26,2.27,4.16,2,383
Ford,2021,2,Mexico,Ranger,SUV,Petrol,60413,375864,14.0,1.08,2.46,10.95,10,2741
Tesla,2024,12,USA,Model S,Electric,Electric,97845,275715,7.0,0.98,2.16,4.5,10,1027
Mercedes-Benz,2024,12,Spain,GLE,SUV,Electric,48657,260877,55.0,1.79,1.18,3.55,3,1079
BMW,2021,7,Germany,7 Series,Sedan,Diesel,93861,262803,197.0,1.8009264046009206,1.6351972416459009,3.1817120691588068,6,615
Toyota,2019,1,India,C-HR,SUV,Petrol,70758,122547,34.0,1.09,6.88,6.66,4,702
Toyota,2015,12,Canada,RAV4,SUV,Petrol,19818,259572,33.0,1.38,2.11,4.07,8,191
Ford,2018,10,Australia,Ranger,SUV,Electric,59180,"$244,120",108.0,1.66,2.97,4.3,2,642
Tesla,2015,12,India,Model S,,,69164,285866,27.0,1.09,6.75,6.21,2,48
BMW,2024,6,India,7 Series,Electric,Petrol,116720,409014,384.0,0.970501945598136,7.1326218931339485,6.75921686330601,2,868
BMW,2020,8,Japan,iX,SUV,Hybrid,58474,,61.0,1.4430403744034477,0.837109705728999,0.121186078871555,2,245
Ford,2023,2,Mexico,F-150,SUV,Electric,62333,375683,32.0,1.01,1.78,10.96,7,2519
FORD,2016,7,,F-150 Lightning,Electric,Electric,75875,694862,20.0,1.07,6.83,6.51,9,2331
BMW,2024,8,Canada,X3,SUV,Electric,80875,322502,,1.3006272517160176,2.074612614626472,4.075515949428542,2,857
Porsche,2022,1,Spain,Macan,SUV,Electric,125874,95407,10.0,1.85,1.29,3.74,4,67
Ford,2019,7,India,Escape,SUV,Hybrid,74675,247887,91.0,1.05,6.72,6.77,7,2443
Porsche,2020,8,UK,Macan,SUV,,153670,286639,9.0,1.86,1.99,5.02,9,
Ford,2017,8,Germany,F-150 Lightning,Electric,Hybrid,88237,,59.0,1.92,1.52,3.2,4,
Ford,2017,1,France,Edge,SUV,Hybrid,91580,293494,,1.73,1.49,3.31,10,725
Ford,2020,5,Canada,Escape,SUV,Hybrid,43018,240023,90.0,1.37,2.31,4.21,9,1146
BMW,2018,12,UK,i7,Electric,Petrol,60363,171648,144.0,1.9061051030487723,1.353421379302718,4.84212233538469,6,561
Mercedes-Benz,2021,4,India,GLC,SUV,Petrol,86785,157090,,0.96,,6.69,8,1259
Mercedes-Benz,2024,3,USA,CLA,Sedaan,Diesel,126290,284524,41.0,1.02,2.95,4.35,1,928
Tesla,2016,10,Spain,Model 3,Electric,Electric,83091,252973,13.0,1.84,1.13,3.21,5,960
Toyota,2015,2,Australia,C-HR,SUV,Hybrid,28174,243924,13.0,1.55,2.56,4.09,4,962
Audi,2023,7,Japan,TT,Sedan,Diesel,74125,224359,34.0,1.51,1.21,0.02,3,81
Porsche,2022,5,Australia,911,Sedan,Hybrid,92856,86426,20.0,1.62,3.49,4.47,8,80
Audi,2017,5,Japan,A4,Sedan,Petrol,41159,173546,15.0,1.51,1.01,-0.12,2,1184
Porshe,2019,3,India,Macan EV,Electric,Hybrid,101314,389111,15.0,1.0,6.56,6.4,6,54
Audi,2024,5,India,Q8,SUV,Diesel,86137,305986,12.0,0.98,6.64,6.63,5,407
BMW,2021,2,France,i7,SUV,Diesel,35731,324270,115.0,1.746389419223195,1.707094036088781,3.528018447628442,10,524
Volkswagen,2017,10,Netherlands,ID.4,Electric,Hybrid,55075,89809,21.0,,2.59,3.68,10,2671
Ford,2020,7,Germany,F-150 Lightning,Electric,Petrol,59048,112895,118.0,1.99,1.46,2.95,1,
Audi,2017,12,Italy,Q3,SUV,Diesel,67118,502140,30.0,1.86,0.99,3.64,3,696
Toyota,2019,10,Brazil,Prius,Hybrid,Hybrid,19757,127287,22.0,1.23,3.12,10.75,8,119
Toyota,2015,1,France,Corolla,Sedan,Petrol,78757,647654,53.0,1.76,1.1,3.35,1,1937
Tesla,2016,8,Netherlands,Model X Plaid,Electric,Electric,110816,233566,18.0,1.98,1.99,3.26,4,1830
BMW,2019,4,France,7 Series,SUV,Petrol,91597,462375,174.0,1.896997931228175,1.3387962113815393,3.470743606508593,9,769
Porsche,2015,12,USA,Taycan,Electric,Petrol,151166,84442,19.0,1.06,2.16,4.46,9,328
BMW,2020,8,India,7 Series,Sedan,Petrol,61870,64799,158.0,0.9872271795506696,6.704680109057284,6.55467818195511,8,740
Toyota,2023,9,Japan,Land Cruiser,SUV,Hybrid,72351,405893,94.0,1.59,1.7,0.2,10,2931
Ford,2016,6,Canada,F-150,SUV,Hybrid,74153,580439,56.0,1.36,1.7,3.75,6,3865
PORSCHE,2015,5,India,718,Sedan,Electric,177319,355750,9.0,1.13,6.73,6.57,3,332
Porsche,2021,11,Canada,Panamera Sport,Sedan,Petrol,112746,188971,6.0,1.33,,3.96,2,170
Toyota,2018,9,India,Supra,Sedan,Petrol,81364,359011,42.0,,,6.53,3,1010
Porsche,2023,4,France,GTS,Sedan,Electric,103660,363870,13.0,1.9,1.88,3.69,1,428
Mercedes-Benz,2024,2,Mexico,S-Class,Sedan,Petrol,53846,289419,59.0,1.14,1.69,10.75,4,669
Bmw,2019,47,China,i4,SUV,Diesal,105714,172026,300.0,1.178416937788047,5.959446768405987,3.671009926302234,7,609
BMW,2023,8,Germany,X7,SUV,Hybrid,42601,481739,288.0,1.980004624679602,1.7110284698067049,3.203916781720032,1,711
Audi,2020,8,Brazil,Q8,SUV,Petrol,112752,92414,4.0,1.2,3.6,10.58,10,467
Toyota,2020,3,China,Prius,Hybrid,Petrol,52018,679929,59.0,1.05,5.83,3.59,4,1405
Tesla,2021,12,Mexico,Model S,Electric,Electric,76735,263576,22.0,1.04,,10.72,8,1881
Ford,2024,2,Japan,Edge,SUV,Hybrd,24738,529385,54.0,1.49,1.31,0.3,3,866
Porsche,2015,10,Brazil,911,Sedan,Petrol,176633,185147,10.0,1.2,,10.53,5,460
