,brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
7169,Mercedes-Benz,2023.0,11.0,Italy,C-Class,Sedan,Electric,125695.0,75460.0,16.0,1.85,0.91,3.34,1,330.0
7170,Ford,2023.0,11.0,Germany,Explorer,Suv,Petrol,47176.0,559557.0,111.0,1.99,1.31,2.86,8,2357.0
7171,Volkswagen,2023.0,1.0,Italy,Polo,Sedan,Electric,66508.0,539303.0,70.0,1.9,0.97,3.69,9,1592.0
7172,Mercedes-Benz,2020.0,8.0,China,EQE,Suv,Petrol,65876.0,502440.0,12.0,1.07,5.84,3.45,8,241.0
7173,BMW,2017.0,10.0,France,i4,Suv,Hybrid,98927.0,333353.0,229.0,1.7127116700572047,1.723298126827558,3.3985388149115896,9,523.0
7174,Mercedes-Benz,2021.0,4.0,Spain,C-Class,Sedan,Hybrid,72723.0,262354.0,60.0,1.74,0.91,3.26,4,1081.0
7175,Toyota,2021.0,9.0,Netherlands,Prius,Suv,Hybrid,69434.0,392446.0,83.0,2.05,2.38,3.76,4,1456.0
7176,Audi,2023.0,4.0,USA,Q5,Suv,Diesel,75484.0,355954.0,57.0,1.05,2.32,4.31,1,371.0
7177,Audi,2023.0,12.0,Brazil,RS6,Sedan,Electric,106764.0,503732.0,48.0,1.15,3.72,10.44,2,461.0
7178,Tesla,2017.0,4.0,France,Semi,Suv,Electric,91348.0,88055.0,20.0,1.79,1.12,3.32,2,2408.0
7179,Toyota,2018.0,3.0,UK,Yaris,Sedan,Hybrid,46541.0,648265.0,16.0,1.9,1.74,5.3,6,2159.0
7180,BMW,2021.0,2.0,Canada,5 Series,Suv,Diesel,47242.0,173745.0,126.0,1.361366947853453,1.8774395437797229,4.150368850984515,7,632.0
7181,Volkswagen,2015.0,3.0,India,Taos,Suv,Hybrid,33662.0,295887.0,52.0,1.08,7.29,6.53,7,1994.0
7182,Porsche,2024.0,10.0,Australia,Macan,Suv,Electric,150076.0,255374.0,6.0,1.59,3.47,4.33,2,276.0
7183,Audi,2017.0,12.0,USA,Q7,Suv,Electric,72118.0,189860.0,33.0,0.88,2.99,4.28,7,871.0
7184,Toyota,2019.0,2.0,Brazil,Corolla,Sedan,Petrol,24368.0,382702.0,36.0,1.27,3.57,10.55,4,1642.0
7185,BMW,2017.0,1.0,Germany,X3,Suv,Electric,78059.0,275757.0,384.0,1.8990353820222536,1.7401524937396011,2.773222940906867,8,1181.0
7186,Ford,2016.0,11.0,Germany,Explorer,Suv,Hybrid,36726.0,614413.0,94.0,1.89,2.19,2.76,9,3803.0
7187,Toyota,2020.0,4.0,China,RAV4,Suv,Petrol,83953.0,664157.0,30.0,1.1,6.22,3.23,10,474.0
7188,Porsche,2019.0,3.0,Japan,Cayenne,Suv,Petrol,137785.0,157825.0,22.0,1.58,0.91,-0.1,1,441.0
7189,Mercedes-Benz,2017.0,2.0,Australia,EQE,Suv,Electric,116298.0,279360.0,20.0,1.55,3.03,4.34,10,730.0
7190,Tesla,2017.0,1.0,China,Model S,Suv,Electric,90198.0,211637.0,20.0,1.19,5.87,3.36,4,1224.0
7191,Audi,2022.0,11.0,Mexico,A6,Sedan,Electric,97980.0,533502.0,43.0,1.04,2.15,10.83,2,1191.0
7192,Toyota,2018.0,1.0,Canada,bZ4X,Suv,Petrol,65153.0,91147.0,15.0,1.27,2.66,3.96,4,1481.0
7193,Audi,2023.0,11.0,USA,A3,Sedan,Diesel,57974.0,339210.0,33.0,1.02,2.46,4.32,5,596.0
7194,BMW,2021.0,10.0,UK,3 Series,Suv,Hybrid,84002.0,82152.0,251.0,1.8810483961278044,1.8621276172654504,5.185709644834927,7,662.0
7195,Volkswagen,2024.0,11.0,Australia,Taos,Suv,Hybrid,74411.0,427737.0,46.0,1.68,2.75,4.28,5,327.0
7196,Porsche,2024.0,9.0,Australia,Taycan,Suv,Hybrid,98818.0,387080.0,21.0,1.64,2.78,4.09,8,202.0
7197,BMW,2023.0,10.0,Japan,X7,Sedan,Electric,111646.0,351763.0,142.0,1.5283943000886533,0.7957145555201617,-0.1858168483721981,9,53.0
7198,BMW,2021.0,9.0,Brazil,7 Series,Sedan,Diesel,79755.0,441351.0,290.0,1.1714058687940023,3.012103116776108,10.205423081447575,8,602.0
7199,Audi,2017.0,9.0,Brazil,Q8,Suv,Petrol,74769.0,97809.0,43.0,1.25,3.9,10.54,3,1002.0
7201,Toyota,2016.0,8.0,France,RAV4,Suv,Petrol,66205.0,500259.0,93.0,1.85,1.39,3.47,6,2651.0
7202,Porsche,2021.0,3.0,USA,Taycan,Suv,Hybrid,150073.0,296564.0,17.0,1.06,2.48,4.44,8,110.0
7203,Mercedes-Benz,2020.0,5.0,Brazil,GLS,Suv,Electric,34501.0,207375.0,5.0,1.29,3.73,10.68,5,552.0
7205,Ford,2023.0,3.0,USA,Mustang Mach-E,Suv,Petrol,62634.0,744598.0,33.0,0.99,2.54,4.43,4,1422.0
7206,Audi,2018.0,12.0,Japan,A3,Sedan,Petrol,108423.0,536935.0,36.0,1.5,1.44,-0.0,9,586.0
7207,Porsche,2017.0,10.0,Mexico,Macan,Suv,Petrol,97375.0,358749.0,2.0,1.07,1.88,11.06,2,280.0
7208,Toyota,2016.0,11.0,UK,Land Cruiser,Suv,Petrol,41838.0,267028.0,36.0,1.9,1.34,5.03,7,1393.0
7209,BMW,2024.0,12.0,France,X1,Suv,Hybrid,36605.0,258726.0,186.0,1.8435195531316355,1.5043187681042922,3.456919768955369,8,622.0
7210,Ford,2023.0,5.0,Brazil,Mustang,Sedan,Hybrid,66187.0,228170.0,103.0,1.16,3.93,10.24,7,742.0
7211,Ford,2019.0,1.0,Italy,F-150,Suv,Electric,27284.0,378165.0,117.0,1.78,0.87,3.6,5,98.0
7212,Tesla,2022.0,2.0,UK,Model 3,Suv,Electric,74058.0,282191.0,11.0,1.93,1.21,4.75,2,568.0
7213,Mercedes-Benz,2022.0,8.0,France,E-Class,Sedan,Hybrid,50475.0,119326.0,58.0,1.84,1.78,3.22,1,458.0
7216,Tesla,2019.0,8.0,UK,Model X,Suv,Electric,44853.0,103243.0,14.0,1.75,1.74,5.11,3,2029.0
7217,Toyota,2023.0,1.0,Mexico,RAV4,Suv,Hybrid,70718.0,98057.0,75.0,1.1,1.84,11.27,9,453.0
7218,Toyota,2022.0,2.0,France,Supra,Sedan,Petrol,60046.0,347542.0,58.0,1.89,1.71,3.59,6,2435.0
7219,Mercedes-Benz,2023.0,9.0,USA,A-Class,Sedan,Hybrid,38969.0,205785.0,51.0,0.96,2.22,4.48,8,1152.0
7220,Audi,2024.0,2.0,Canada,A6,Sedan,Electric,111246.0,404582.0,57.0,1.26,1.73,4.2,1,830.0
7221,Mercedes-Benz,2018.0,10.0,Brazil,C-Class,Sedan,Petrol,52980.0,443019.0,6.0,1.21,3.78,10.4,9,556.0
7222,Volkswagen,2022.0,7.0,UK,Polo,Sedan,Petrol,56814.0,523537.0,81.0,1.85,1.12,4.7,10,126.0
7223,Audi,2022.0,9.0,UK,Q3,Suv,Petrol,100478.0,472723.0,40.0,1.87,1.04,5.26,10,378.0
7224,Toyota,2016.0,1.0,UK,Yaris,Sedan,Hybrid,38111.0,485343.0,80.0,1.8332729136019705,1.16,5.19,8,2628.0
7225,Tesla,2020.0,11.0,USA,Semi,Suv,Electric,90001.0,190824.0,9.0,0.97,2.62,4.59,7,2070.0
7226,Volkswagen,2024.0,3.0,Germany,Polo,Sedan,Petrol,31568.0,174578.0,54.0,1.98,2.13,2.76,9,926.0
7227,Mercedes-Benz,2023.0,3.0,UK,CLA,Sedan,Electric,86737.0,348661.0,16.0,1.82,1.92,4.9,1,232.0
7228,Porsche,2022.0,8.0,Netherlands,Panamera Sport,Sedan,Electric,140941.0,301741.0,29.0,2.02,2.16,3.62,5,198.0
7229,Tesla,2017.0,7.0,Brazil,Semi,Suv,Electric,94142.0,168597.0,32.0,1.17,3.77,10.5,10,1884.0
7230,Volkswagen,2024.0,12.0,Netherlands,Golf,Sedan,Hybrid,52003.0,291634.0,65.0,2.08,1.71,3.3,10,1432.0
7231,Ford,2021.0,2.0,Italy,Mustang,Sedan,Petrol,54407.0,703136.0,53.0,1.76,1.34,3.66,5,3370.0
7232,BMW,2015.0,10.0,France,3 Series,Suv,Hybrid,112004.0,498927.0,18.0,1.8517552507514647,1.6800888346694547,3.5100190311357604,7,130.0
7233,Porsche,2021.0,6.0,Mexico,Panamera Sport,Sedan,Electric,86561.0,116027.0,2.0,1.09,1.85,10.75,7,456.0
7234,Volkswagen,2023.0,2.0,India,Arteon,Sedan,Hybrid,59657.0,542104.0,8.0,1.0489161276675256,6.53,6.21,9,2743.0
7235,Ford,2021.0,5.0,Mexico,Explorer,Suv,Electric,92764.0,773099.0,42.0,1.17,2.18,11.18,6,3325.0
7236,Ford,2016.0,4.0,France,Expedition,Suv,Hybrid,71806.0,651781.0,73.0,1.85,1.39,3.75,2,2120.0
7237,Ford,2021.0,1.0,USA,Edge,Suv,Hybrid,36617.0,319891.0,20.0,0.87,2.94,4.3,3,2376.0
7238,Porsche,2020.0,1.0,Canada,Panamera,Sedan,Hybrid,173060.0,255967.0,27.0,1.3,2.17,3.83,1,483.0
7239,BMW,2019.0,10.0,China,X7,Sedan,Hybrid,96075.0,411652.0,398.0,1.0902774048659352,6.497124500157711,3.455708781341584,7,1083.0
7240,Mercedes-Benz,2023.0,4.0,UK,A-Class,Sedan,Electric,90241.0,220942.0,7.0,1.81,1.03,5.14,4,67.0
7241,Ford,2024.0,2.0,Italy,Expedition,Suv,Hybrid,42807.0,696415.0,68.0,1.76,1.21,3.29,5,575.0
7242,Mercedes-Benz,2019.0,2.0,France,C-Class,Sedan,Petrol,111668.0,523852.0,64.0,1.78,1.81,3.27,4,396.0
7243,BMW,2024.0,7.0,France,7 Series,Sedan,Hybrid,78390.0,190399.0,102.0,1.7147593129470795,1.6277011090863,3.79577887767158,10,448.0
7244,Porsche,2020.0,4.0,Australia,Macan EV,Suv,Hybrid,107954.0,296302.0,17.0,1.594709392152332,3.12,4.08,10,465.0
7246,Toyota,2020.0,9.0,Mexico,RAV4,Suv,Petrol,64119.0,361515.0,10.0,1.02,1.92,10.91,3,1966.0
7247,Tesla,2024.0,1.0,USA,Model Y,Suv,Electric,89926.0,39607.0,17.0,0.98,2.87,4.55,3,2309.0
7248,BMW,2019.0,11.0,USA,7 Series,Sedan,Diesel,102657.0,93481.0,96.0,0.8735104726733257,2.1202072291205765,4.359349699775164,5,186.0
7249,BMW,2017.0,7.0,Japan,X5,Sedan,Petrol,116533.0,400218.0,346.0,1.4959751240607817,1.4671882889311267,0.0411585481655452,2,1019.0
7251,Porsche,2020.0,10.0,UK,718,Sedan,Hybrid,166735.0,298802.0,27.0,1.81,1.13,4.74,10,247.0
7252,Porsche,2021.0,11.0,Netherlands,Taycan,Suv,Petrol,141459.0,102941.0,16.0,2.04,2.08,3.31,6,96.0
7253,Toyota,2019.0,8.0,Italy,bZ4X,Suv,Electric,64720.0,320546.0,83.0,1.76,1.1,3.64,1,2760.0
7254,Toyota,2015.0,2.0,France,bZ4X,Suv,Hybrid,62841.0,116173.0,21.0,1.82,1.79,3.5,1,262.0
7255,BMW,2019.0,10.0,China,X7,Sedan,Diesel,105167.0,112501.0,374.0,1.121417915743751,6.392523289954847,3.4660280086275126,2,824.0
7256,Porsche,2016.0,6.0,Germany,GTS,Sedan,Petrol,91711.0,132181.0,23.0,1.92,1.86,3.28,2,478.0
7257,Audi,2023.0,4.0,Japan,e-tron,Suv,Electric,45922.0,77558.0,52.0,1.505,1.4,0.3,5,657.0
7258,Mercedes-Benz,2021.0,11.0,France,S-Class,Sedan,Diesel,119283.0,260592.0,40.0,1.8,1.84,3.5,7,646.0
7259,Audi,2023.0,7.0,Japan,e-tron,Suv,Diesel,64772.0,181134.0,12.0,1.57,0.79,0.36,4,836.0
7260,BMW,2016.0,3.0,China,iX,Sedan,Diesel,119817.0,359732.0,294.0,1.054461465303874,6.025690182302686,3.303007571508982,1,730.0
7261,Volkswagen,2016.0,6.0,Italy,Arteon,Sedan,Petrol,49784.0,560275.0,37.0,1.91,1.29,3.78,9,2486.0
7262,Tesla,2024.0,9.0,USA,Model Y,Suv,Electric,47251.0,241373.0,20.0,0.9,2.95,4.42,7,989.0
7263,BMW,2020.0,11.0,France,5 Series,Suv,Electric,48668.0,126050.0,292.0,1.716120302751425,1.5829688720853552,3.280087983449566,1,995.0
7264,Volkswagen,2017.0,6.0,Netherlands,Passat,Sedan,Diesel,74295.0,56390.0,62.0,2.06,1.88,3.33,2,835.0
7265,Mercedes-Benz,2016.0,1.0,Spain,GLE,Suv,Diesel,92566.0,347231.0,10.0,1.83,1.8,3.7,8,589.0
7267,BMW,2018.0,11.0,France,X3,Suv,Diesel,75644.0,446875.0,393.0,1.8736935951795823,1.8636057941597608,3.284067905459872,6,887.0
7269,Tesla,2018.0,5.0,Italy,Model S,Suv,Electric,99608.0,111315.0,12.0,1.9,0.93,3.68,6,1619.0
7270,Audi,2022.0,11.0,UK,Q8,Suv,Diesel,59880.0,121448.0,8.0,1.9,1.66,5.03,2,1190.0
7271,Toyota,2017.0,12.0,Germany,C-HR,Suv,Hybrid,68341.0,329806.0,75.0,1.83,2.05,2.97,5,2786.0
7272,Toyota,2022.0,11.0,Australia,bZ4X,Suv,Petrol,67698.0,80282.0,87.0,1.57,3.49,4.51,1,2458.0
7273,Mercedes-Benz,2022.0,9.0,Mexico,GLS,Suv,Electric,68242.0,330729.0,7.0,1.09,1.68,11.09,5,466.0
7274,Ford,2015.0,12.0,France,Ranger,Suv,Petrol,53408.0,449381.0,88.0,1.87,1.18,3.72,2,651.0
7275,Toyota,2017.0,7.0,India,bZ4X,Suv,Electric,86313.0,419221.0,78.0,1.13,6.99,6.74,10,314.0
7276,BMW,2019.0,6.0,Brazil,X7,Sedan,Electric,112733.0,399345.0,221.0,1.1229865994119133,3.8313735143857097,10.559387104906326,10,861.0
7277,Toyota,2021.0,11.0,Germany,C-HR,Suv,Electric,19311.0,281930.0,75.0,1.93,1.32,2.74,10,1310.0
7278,Volkswagen,2017.0,5.0,Mexico,Tiguan,Suv,Electric,52806.0,403828.0,34.0,1.16,1.56,11.27,6,911.0
7279,Volkswagen,2017.0,7.0,Spain,Touareg,Suv,Electric,49898.0,599666.0,45.0,1.77,1.47,3.51,5,1962.0
7280,Mercedes-Benz,2024.0,11.0,Spain,CLA,Sedan,Electric,39696.0,240786.0,23.0,1.77,1.16,3.29,10,833.0
7281,Volkswagen,2017.0,2.0,France,Arteon,Sedan,Electric,38148.0,81896.0,47.0,1.76,1.49,3.67,1,2529.0
7282,Audi,2020.0,9.0,Netherlands,A6,Sedan,Electric,96911.0,141784.0,30.0,2.03,2.28,3.49,10,802.0
7284,Mercedes-Benz,2019.0,11.0,Mexico,EQS,Suv,Diesel,35503.0,70951.0,42.0,1.07,1.81,10.89,3,866.0
7285,Volkswagen,2020.0,12.0,France,Golf,Sedan,Petrol,71740.0,133773.0,39.0,1.88,1.32,3.44,2,351.0
7286,Volkswagen,2017.0,11.0,France,Touareg,Suv,Petrol,28688.0,287518.0,31.0,1.78,1.52,3.24,8,2763.0
7287,Volkswagen,2015.0,7.0,France,Tiguan,Suv,Diesel,72405.0,560761.0,34.0,1.83,1.77,3.43,4,2149.0
7288,Tesla,2023.0,12.0,France,Model 3,Suv,Electric,121064.0,161704.0,32.0,1.8,2.04,3.75,3,1402.0
7289,Toyota,2016.0,5.0,Italy,RAV4,Suv,Hybrid,47780.0,511272.0,88.0,1.95,1.19,3.41,5,588.0
7290,Tesla,2021.0,6.0,Italy,Model S Plaid,Suv,Electric,42754.0,189580.0,10.0,1.93,1.48,3.38,9,454.0
7291,Tesla,2017.0,12.0,India,Model S,Suv,Electric,53192.0,96056.0,15.0,1.08,6.75,6.47,9,836.0
7292,Volkswagen,2023.0,1.0,China,Taos,Suv,Hybrid,47806.0,300193.0,53.0,1.16,5.75,3.6,9,1186.0
7293,BMW,2017.0,9.0,Canada,X3,Suv,Petrol,100497.0,147493.0,298.0,1.31,2.267312219628904,3.853937670220818,7,622.0
7294,BMW,2023.0,5.0,Australia,X1,Suv,Electric,42382.0,151121.0,95.0,1.567469109353819,2.514693388654954,4.177456429203161,3,465.0
7295,BMW,2019.0,11.0,France,iX,Sedan,Diesel,58464.0,397236.0,41.0,1.7818668012630086,1.3742152023486702,3.7903865887758967,8,147.0
7296,Volkswagen,2024.0,4.0,China,Polo,Sedan,Electric,26237.0,267048.0,43.0,1.16,5.77,3.58,3,2436.0
7297,Ford,2016.0,1.0,USA,F-150 Lightning,Suv,Petrol,48944.0,777966.0,98.0,0.89,2.41,4.73,9,2962.0
7299,BMW,2021.0,8.0,UK,3 Series,Suv,Hybrid,81041.0,194179.0,276.0,1.904584296375223,1.311863857916883,5.164394826891657,1,636.0
7300,BMW,2017.0,2.0,France,X1,Suv,Hybrid,52857.0,239216.0,213.0,1.7969045970382045,1.63,3.422283261674829,1,523.0
7301,Tesla,2016.0,12.0,Australia,Cybertruck,Suv,Electric,63581.0,111248.0,39.0,1.63,3.37,4.43,7,410.0
7302,BMW,2016.0,8.0,India,i7,Sedan,Electric,119518.0,270326.0,332.0,1.0390610510005331,6.747231074403177,6.722449940763507,4,847.0
7303,Audi,2020.0,1.0,Spain,e-tron,Suv,Petrol,78939.0,370465.0,43.0,1.82,1.76,3.58,5,232.0
7304,BMW,2022.0,10.0,Australia,X1,Suv,Electric,73220.0,275192.0,187.0,1.6255416106142837,2.616898040708364,4.513899274168085,3,811.0
7305,Ford,2016.0,3.0,Netherlands,Edge,Suv,Hybrid,67011.0,330049.0,109.0,2.06,2.03,3.65,2,233.0
7306,Tesla,2018.0,9.0,Spain,Model S Plaid,Suv,Electric,110543.0,71320.0,30.0,1.76,0.91,3.5,1,1467.0
7307,Mercedes-Benz,2016.0,11.0,USA,EQS,Suv,Petrol,118804.0,543603.0,59.0,0.91,2.69,4.36,7,421.0
7308,Audi,2022.0,1.0,Germany,TT,Sedan,Electric,68240.0,188180.0,41.0,1.93,1.35,3.16,8,167.0
7309,Porsche,2020.0,5.0,India,Panamera Sport,Sedan,Petrol,168830.0,237047.0,25.0,1.02,7.23,6.77,4,69.0
7310,Mercedes-Benz,2024.0,3.0,Japan,GLC,Suv,Diesel,55157.0,207966.0,23.0,1.49,0.97,-0.07,8,169.0
7311,Toyota,2024.0,8.0,Italy,Prius,Suv,Petrol,73208.0,426047.0,17.0,1.93,1.05,3.75,1,2553.0
7312,Tesla,2018.0,5.0,India,Semi,Suv,Electric,50271.0,53331.0,31.0,0.99,7.34,6.26,9,1884.0
7313,BMW,2024.0,2.0,Germany,i4,Suv,Electric,39567.0,223979.0,47.0,1.871559653065088,2.121636897710472,2.9755591183039285,9,123.0
7314,Volkswagen,2015.0,4.0,Germany,Passat,Sedan,Petrol,39758.0,165131.0,44.0,1.88,1.39,3.18,8,1487.0
7315,BMW,2022.0,9.0,Australia,X5,Sedan,Diesel,118087.0,130691.0,143.0,1.5793963034148568,3.0538022407123764,4.133314586394814,7,311.0
7316,Mercedes-Benz,2022.0,6.0,India,GLS,Suv,Petrol,77685.0,225827.0,7.0,1.02,7.04,6.53,2,433.0
7317,Audi,2022.0,5.0,France,Q7,Suv,Hybrid,87997.0,82541.0,32.0,1.71,1.44,3.38,10,608.0
7318,Ford,2022.0,11.0,Australia,F-150,Suv,Electric,37158.0,652121.0,11.0,1.64,3.09,4.24,10,3510.0
7319,Audi,2022.0,6.0,China,A3,Sedan,Petrol,80016.0,143586.0,39.0,1.04,6.32,3.65,10,1189.0
7320,Porsche,2017.0,5.0,Japan,Cayenne,Suv,Hybrid,196929.0,142221.0,16.0,1.42,1.13,-0.17,9,377.0
7321,Mercedes-Benz,2024.0,11.0,USA,S-Class,Sedan,Hybrid,95700.0,354495.0,8.0,0.97,2.51,4.59,3,974.0
7322,Mercedes-Benz,2019.0,8.0,Japan,GLC,Suv,Diesel,112072.0,588582.0,57.0,1.46,0.81,-0.13,3,378.0
7323,BMW,2024.0,4.0,India,X3,Suv,Hybrid,50386.0,200953.0,201.0,1.0991467565462465,7.260990760028093,6.221186812964143,8,815.0
7324,Porsche,2021.0,1.0,France,GTS,Sedan,Electric,188283.0,144936.0,6.0,1.79,1.62,3.55,7,314.0
7325,BMW,2017.0,12.0,Brazil,iX,Sedan,Electric,74884.0,87860.0,345.0,1.2201033720867307,3.8738900775625154,10.558447861302184,6,836.0
7326,Ford,2015.0,1.0,Netherlands,Ranger,Suv,Electric,54682.0,346279.0,13.0,2.02,2.37,3.67,5,2509.0
7327,Ford,2015.0,3.0,Brazil,Bronco,Suv,Hybrid,78960.0,403019.0,38.0,1.14,3.21,10.49,7,2553.0
7329,BMW,2019.0,8.0,Japan,7 Series,Sedan,Electric,74255.0,156471.0,150.0,1.4019541694838369,1.402464970544104,0.1357892100921484,9,552.0
7330,Volkswagen,2020.0,11.0,UK,Taos,Suv,Electric,22673.0,246142.0,8.0,1.86,1.95,4.79,8,935.0
7331,BMW,2019.0,3.0,Canada,7 Series,Sedan,Diesel,77832.0,247780.0,132.0,1.2346588640141691,2.3959742060936984,3.945371766648562,8,658.0
7332,Audi,2022.0,2.0,UK,A3,Sedan,Petrol,51270.0,410754.0,33.0,1.93,1.81,4.85,7,546.0
7333,Toyota,2023.0,5.0,China,Prius,Suv,Electric,30486.0,354188.0,52.0,1.14,6.04,3.22,9,1502.0
7334,Mercedes-Benz,2024.0,11.0,Brazil,E-Class,Sedan,Petrol,89631.0,422503.0,64.0,1.23,3.67,10.37,4,136.0
7335,Mercedes-Benz,2021.0,1.0,China,EQS,Suv,Hybrid,78440.0,383085.0,6.0,1.18,5.53,3.45,3,371.0
7336,BMW,2017.0,6.0,India,iX,Sedan,Hybrid,70932.0,286042.0,58.0,1.008718368852899,7.202484083987109,6.415694690731853,9,502.0
7337,Volkswagen,2022.0,4.0,Spain,Arteon,Sedan,Electric,73371.0,495056.0,54.0,1.74,0.87,3.72,1,2783.0
7338,Volkswagen,2022.0,11.0,Germany,Passat,Sedan,Hybrid,76636.0,256014.0,67.0,1.99,1.42,3.23,5,1173.0
7339,Audi,2019.0,7.0,Australia,Q7,Suv,Petrol,92529.0,217778.0,39.0,1.69,3.07,4.41,5,348.0
7340,Audi,2019.0,1.0,Germany,e-tron,Suv,Diesel,40241.0,402368.0,23.0,1.83,2.13,3.21,6,811.0
7342,Porsche,2019.0,4.0,USA,Panamera Sport,Sedan,Hybrid,114495.0,356851.0,26.0,0.89,2.64,4.32,3,455.0
7343,Mercedes-Benz,2015.0,4.0,Australia,EQE,Suv,Diesel,45819.0,263249.0,45.0,1.54,3.03,4.3,8,1021.0
7344,Toyota,2018.0,8.0,Japan,Supra,Sedan,Petrol,71771.0,312099.0,70.0,1.48,1.14,-0.03,3,1494.0
7345,Ford,2020.0,1.0,Canada,Ranger,Suv,Hybrid,26938.0,196657.0,54.0,1.25,1.84,3.93,1,2494.0
7346,Audi,2018.0,5.0,Germany,RS6,Sedan,Diesel,62786.0,140457.0,17.0,1.92,1.74,2.86,2,1055.0
7347,Porsche,2017.0,12.0,USA,Macan,Suv,Electric,150535.0,383906.0,6.0,0.99,2.58,4.47,4,211.0
7349,Porsche,2022.0,2.0,UK,Cayenne Coupe,Suv,Petrol,192351.0,319374.0,6.0,1.95,1.76,5.24,2,198.0
7350,Toyota,2015.0,1.0,Mexico,Yaris,Sedan,Hybrid,42309.0,324340.0,55.0,1.17,1.89,10.9,2,2285.0
7351,Porsche,2015.0,2.0,Canada,911,Sedan,Electric,188241.0,392191.0,27.0,1.26,2.57,4.12,5,499.0
7352,BMW,2015.0,11.0,Brazil,5 Series,Suv,Hybrid,67919.0,435546.0,190.0,1.1323342872473925,3.977307907991504,10.654386124280665,1,600.0
7353,BMW,2022.0,5.0,Australia,5 Series,Suv,Hybrid,39897.0,143448.0,264.0,1.608158750997109,3.358177053157164,4.441438108316993,7,631.0
7354,Audi,2018.0,10.0,Canada,A6,Sedan,Hybrid,76376.0,64996.0,12.0,1.23,2.42,4.05,10,776.0
7355,Ford,2019.0,7.0,Netherlands,F-150 Lightning,Suv,Hybrid,74586.0,602958.0,32.0,1.93,2.47,3.64,10,1565.0
7356,Tesla,2023.0,11.0,UK,Model X,Suv,Electric,65085.0,184564.0,38.0,1.76,1.23,4.88,5,2386.0
7358,BMW,2018.0,10.0,China,iX,Sedan,Hybrid,50240.0,80270.0,239.0,1.0630813791496023,6.455334686503928,3.672142031753177,5,703.0
7359,Volkswagen,2020.0,9.0,Mexico,Polo,Sedan,Hybrid,22761.0,300574.0,50.0,1.01,1.96,11.22,7,1616.0
7360,Ford,2024.0,9.0,Australia,F-150 Lightning,Suv,Petrol,53211.0,501557.0,50.0,1.54,2.73,4.23,6,868.0
7361,Volkswagen,2018.0,6.0,UK,ID.3,Suv,Petrol,24856.0,551934.0,17.0,0.9,2.86,4.48,7,1467.0
7362,Audi,2015.0,4.0,China,Q7,Suv,Hybrid,44909.0,532025.0,55.0,1.16,6.14,3.52,5,415.0
7363,Ford,2021.0,7.0,Australia,F-150 Lightning,Suv,Petrol,63717.0,543290.0,28.0,1.66,3.43,4.51,3,138.0
7364,Audi,2023.0,2.0,France,A4,Sedan,Petrol,109838.0,57119.0,51.0,1.78,2.05,3.37,9,96.0
7365,Mercedes-Benz,2019.0,11.0,China,EQE,Suv,Petrol,89820.0,376854.0,31.0,1.11,5.76,3.47,3,443.0
7366,Ford,2017.0,3.0,China,Escape,Suv,Hybrid,22780.0,579506.0,59.0,1.12,6.48,3.67,10,773.0
7367,BMW,2018.0,11.0,Japan,3 Series,Suv,Hybrid,79116.0,181827.0,221.0,1.4644158331166357,1.0772841631046226,-0.1879572813333641,10,781.0
7368,BMW,2020.0,4.0,Germany,X1,Suv,Electric,81040.0,208998.0,155.0,1.891247301791108,1.4144876380659053,2.930303329826988,4,707.0
7370,Toyota,2017.0,4.0,Brazil,RAV4,Suv,Hybrid,32415.0,74339.0,49.0,1.14,3.59,10.56,7,2429.0
7371,Ford,2022.0,11.0,USA,Explorer,Suv,Electric,52169.0,99609.0,67.0,0.87,2.06,4.22,6,2143.0
7372,Mercedes-Benz,2020.0,7.0,Spain,C-Class,Sedan,Electric,112600.0,129092.0,64.0,1.7,1.52,3.74,10,350.0
7373,Ford,2023.0,7.0,Mexico,Mustang,Sedan,Hybrid,67595.0,792153.0,74.0,1.01,2.38,10.86,4,734.0
7376,Mercedes-Benz,2021.0,10.0,Netherlands,GLS,Suv,Diesel,78669.0,167422.0,41.0,2.01,2.01,3.53,7,97.0
7377,BMW,2015.0,5.0,Brazil,X7,Sedan,Petrol,112463.0,239167.0,234.0,1.115546927392997,3.353352228026053,10.550193667110523,1,507.0
7378,Tesla,2021.0,9.0,India,Cybertruck,Suv,Electric,73946.0,143859.0,11.0,1.04,6.56,6.57,10,707.0
7379,Toyota,2024.0,2.0,Italy,bZ4X,Suv,Hybrid,86106.0,374933.0,93.0,1.88,1.22,3.49,4,1043.0
7380,Volkswagen,2019.0,6.0,Canada,Touareg,Suv,Petrol,65415.0,596249.0,36.0,1.26,2.27,4.16,2,383.0
7381,Ford,2021.0,2.0,Mexico,Ranger,Suv,Petrol,60413.0,375864.0,14.0,1.08,2.46,10.95,10,2741.0
7382,Tesla,2024.0,12.0,USA,Model S,Suv,Electric,97845.0,275715.0,7.0,0.98,2.16,4.5,10,1027.0
7383,Mercedes-Benz,2024.0,12.0,Spain,GLE,Suv,Electric,48657.0,260877.0,55.0,1.79,1.18,3.55,3,1079.0
